=469792362/17887,BEND 2 of BRANCH /P-ME003-H22A-003/B1,1,=469792362/17890,1,=469792362/17882,,,,,,,,26,320.000,EXTRACT,,,,,,45.000,1.000,,,,,,,,,,,,,
=469792362/17882,STRT 3 of BRANCH /P-ME003-H22A-003/B1,1,=469792362/17887,1,=469784170/62716,,,,,,,,27,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/62716,BEND 3 of BRANCH /P-ME003-H22A-003/B1,1,=469792362/17882,1,=469784170/70046,,,,,,,,28,320.000,EXTRACT,,,,,,30.000,1.000,,,,,,,,,,,,,
=469784170/70046,STRT 4 of BRANCH /P-ME003-H22A-003/B1,1,=469784170/62716,1,=469784170/44523,,,,,,,,29,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/44523,BEND 4 of BRANCH /P-ME003-H22A-003/B1,1,=469784170/70046,1,=469784170/70047,,,,,,,,30,320.000,EXTRACT,,,,,,30.000,1.000,,,,,,,,,,,,,
=469784170/70047,STRT 5 of BRANCH /P-ME003-H22A-003/B1,1,=469784170/44523,1,=469784170/40579,,,,,,,,31,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/40579,TEE 1 of BRANCH /P-ME003-H22A-003/B1,1,=469784170/70047,2,=469784170/69018,=469784170/69965,,,,,,,32,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/69965,STRT 6 of BRANCH /P-ME003-H22A-003/B1,1,=469784170/40579,1,=469784170/70071,,,,,,,,33,240.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,S,,,,
=469800554/2182,BEND 1 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2177,1,=469784170/70074,,,,,,,,29,320.000,EXTRACT,,,,,,30.000,1.000,,,,,,,,,,,,,
=469784170/70074,STRT 1 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2182,1,=469800554/2183,,,,,,,,30,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469800554/2183,BEND 2 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/70074,1,=469800554/2192,,,,,,,,31,320.000,EXTRACT,,,,,,30.000,1.000,,,,,,,,,,,,,
=469800554/2192,STRT 2 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2183,1,=469784170/40593,,,,,,,,32,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/40593,TEE 1 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2192,2,=469784170/62649,=469784170/44657,,,,,,,33,320.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/44657,STRT 3 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/40593,1,=469784170/40595,,,,,,,,34,240.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,S,,,,
=469784170/40595,TEE 2 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/44657,2,=469784170/62651,=469784170/44656,,,,,,,35,240.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/44656,STRT 4 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/40595,1,=469784170/70076,,,,,,,,36,160.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,S,,,,
=469784170/70076,STRT 5 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/44656,1,=469800554/2196,,,,,,,,37,160.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469800554/2196,BEND 3 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/70076,1,=469784170/70075,,,,,,,,38,160.000,EXTRACT,,,,,,15.000,1.000,,,,,,,,,,,,,
=469784170/70075,STRT 6 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2196,1,=469800554/2197,,,,,,,,39,160.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469800554/2197,BEND 4 of BRANCH /P-ME003-H22A-004/B1,1,=469784170/70075,1,=469800554/2200,,,,,,,,40,160.000,EXTRACT,,,,,,15.000,1.000,,,,,,,,,,,,,
=469800554/2200,STRT 7 of BRANCH /P-ME003-H22A-004/B1,1,=469800554/2197,1,=469792362/12939,,,,,,,,41,160.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/62649,STRT 1 of BRANCH /P-ME003-022/B10,1,=469784170/40593,1,=469784170/40621,,,,,,,,34,80.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,B,,,,
=469784170/40621,FLEXIBLE 1 of BRANCH /P-ME003-022/B10,1,=469784170/62649,0,,,,,,,,,35,80.000,EXTRACT,80 (Suction),,,,,,,,,SUCTION,0.5,,,,,,,,,
=469784170/62651,STRT 1 of BRANCH /P-ME003-022/B9,1,=469784170/40595,1,=469784170/40618,,,,,,,,36,80.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,B,,,,
=469784170/40618,FLEXIBLE 1 of BRANCH /P-ME003-022/B9,1,=469784170/62651,0,,,,,,,,,37,80.000,EXTRACT,80 (Suction),,,,,,,,,SUCTION,0.5,,,,,,,,,
=469792362/12939,STRT 1 of BRANCH /P-ME003-H23AF/B5,1,=469800554/2200,1,=469784170/40610,,,,,,,,42,160.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/40610,TEE 1 of BRANCH /P-ME003-H23AF/B5,1,=469792362/12939,2,=469784170/40596,=469784170/70781,,,,,,,43,160.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/40596,STRT 2 of BRANCH /P-ME003-H23AF/B5,1,=469784170/40610,1,=469784170/40597,,,,,,,,44,80.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,S,,,,
=469784170/40597,BEND 1 of BRANCH /P-ME003-H23AF/B5,1,=469784170/40596,1,=469784170/70787,,,,,,,,45,80.000,EXTRACT,,,,,,90.000,1.000,,,,,,,,,,,,,
=469784170/70787,STRT 3 of BRANCH /P-ME003-H23AF/B5,1,=469784170/40597,1,=469784170/70786,,,,,,,,46,80.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/70786,BEND 2 of BRANCH /P-ME003-H23AF/B5,1,=469784170/70787,1,=469784170/69014,,,,,,,,47,80.000,EXTRACT,,,,,,30.000,1.000,,,,,,,,,,,,,
=469784170/69014,STRT 4 of BRANCH /P-ME003-H23AF/B5,1,=469784170/70786,1,=469784170/40613,,,,,,,,48,80.000,EXTRACT,,,,,,,,,,,,,,,,,,,,
=469784170/40613,FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B5,1,=469784170/69014,0,,,,,,,,,49,80.000,EXTRACT,80 (Suction),,,,,,,,,SUCTION,0.5,,,,,,,,,
=469784170/69018,STRT 1 of BRANCH /P-ME003-H22A-003/B2,1,=469784170/40579,1,=469784170/40624,,,,,,,,33,80.000,EXTRACT,,,,,,,,,,,,,,,ED5-3,B,,,,
=469784170/40624,FLEXIBLE 1 of BRANCH /P-ME003-H22A-003/B2,1,=469784170/69018,0,,,,,,,,,34,80.000,EXTRACT,80 (Suction),,,,,,,,,SUCTION,0.5,,,,,,,,,
