=469792361/36965,BEND 2 of BRANCH /P-ME003-001/B3,,=469792361/37811,,,,,,,,,,,320,,,11.3,-89.5,0
=469792361/37811,STRT 2 of BRANCH /P-ME003-001/B3,,=469792361/36964,,,,,,,,,,,320,,,11.3,-92.6,3.2
=469792361/36964,BEND 1 of BRANCH /P-ME003-001/B3,,=469792361/36937,,,,,,,,,,,320,,,11.3,-92.6,0
=469792361/36937,STRT 1 of BRANCH /P-ME003-001/B3,,=469784169/94864,,,,,,,,,,,320,,,11.3,-98.5,5.8
=469784169/94864,BEND 4 of BRANCH /P-ME003-001/B5,,=469784169/94862,,,,,,,,,,,320,,,11.3,-98.5,0
=469784169/94862,STRT 6 of BRANCH /P-ME003-001/B5,,=469784169/94859,,,,,,,,,,,320,,,11.3,-105.6,7.1
=469784169/94859,TAPER 1 of BRANCH /P-ME003-001/B5,,=469784169/94855,,,,,,,,,,,320,,,11.3,-140.5,35
=469784169/93948,FLEXIBLE 1 of BRANCH /P-ME003-011/B1,,=469792361/41879,,,,,,,,,,,80,,,2.8,-2.4,2.4
=469792361/41879,STRT 13 of BRANCH /P-ME003-011/B1,,=469792361/41877,,,,,,,,,,,80,,,2.8,-2.5,0.1
=469792361/41877,BEND 12 of BRANCH /P-ME003-011/B1,,=469792361/41875,,,,,,,,,,,80,,,2.8,-2.5,0
=469792361/41875,STRT 12 of BRANCH /P-ME003-011/B1,,=469784169/93979,,,,,,,,,,,80,,,2.8,-2.7,0.1
=469784169/93979,BEND 11 of BRANCH /P-ME003-011/B1,,=469784169/93978,,,,,,,,,,,80,,,2.8,-2.7,0
=469784169/93978,BEND 10 of BRANCH /P-ME003-011/B1,,=469784169/93977,,,,,,,,,,,80,,,2.8,-2.7,0
=469784169/93977,STRT 11 of BRANCH /P-ME003-011/B1,,=469784169/93946,,,,,,,,,,,80,,,2.8,-4.8,2.1
=469784169/93946,BEND 9 of BRANCH /P-ME003-011/B1,,=469784169/93945,,,,,,,,,,,80,,,2.8,-4.8,0
=469784169/93945,STRT 10 of BRANCH /P-ME003-011/B1,,=469784169/93944,,,,,,,,,,,80,,,2.8,-6.9,2.1
=469792361/41873,FLEXIBLE 1 of BRANCH /P-ME003-011/B2,,=469792361/41867,,,,,,,,,,,80,,,2.8,-2.4,2.4
=469792361/41867,STRT 2 of BRANCH /P-ME003-011/B2,,=469792361/41865,,,,,,,,,,,80,,,2.8,-2.5,0.1
=469792361/41865,BEND 1 of BRANCH /P-ME003-011/B2,,=469792361/41861,,,,,,,,,,,80,,,2.8,-2.5,0
=469792361/41861,STRT 1 of BRANCH /P-ME003-011/B2,,=469784169/93944,,,,,,,,,,,80,,,2.8,-2.7,0.1
=469784169/93944,TEE 2 of BRANCH /P-ME003-011/B1,,=469784169/93976,,,,,,,,,,,160,,,5.7,-7.3,0.4
=469784169/93976,BEND 8 of BRANCH /P-ME003-011/B1,,=469784169/93943,,,,,,,,,,,160,,,5.7,-7.3,0
=469784169/93943,STRT 9 of BRANCH /P-ME003-011/B1,,=469784169/93942,,,,,,,,,,,160,,,5.7,-16,8.7
=469784169/93942,BEND 7 of BRANCH /P-ME003-011/B1,,=469784169/93941,,,,,,,,,,,160,,,5.7,-16,0
=469784169/93941,STRT 8 of BRANCH /P-ME003-011/B1,,=469784169/93940,,,,,,,,,,,160,,,5.7,-33.2,17.2
=469784169/93940,DAMPER 1 of BRANCH /P-ME003-011/B1,,=469784169/93939,,,,,,,,,,,160,,,5.7,-43.8,10.6
=469784169/93939,STRT 7 of BRANCH /P-ME003-011/B1,,=469784169/93938,,,,,,,,,,,160,,,5.7,-46,2.2
=469784169/93938,BEND 6 of BRANCH /P-ME003-011/B1,,=469792361/40477,,,,,,,,,,,160,,,5.7,-46,0
=469792361/40477,STRT 6 of BRANCH /P-ME003-011/B1,,=469784169/93937,,,,,,,,,,,160,,,5.7,-46.4,0.4
=469784169/93937,BEND 5 of BRANCH /P-ME003-011/B1,,=469784169/93936,,,,,,,,,,,160,,,5.7,-46.4,0
=469784169/93936,STRT 5 of BRANCH /P-ME003-011/B1,,=469784169/93935,,,,,,,,,,,160,,,5.7,-46.9,0.5
=469784169/93935,BEND 4 of BRANCH /P-ME003-011/B1,,=469784169/93934,,,,,,,,,,,160,,,5.7,-46.9,0
=469784169/93934,BEND 3 of BRANCH /P-ME003-011/B1,,=469784169/93933,,,,,,,,,,,160,,,5.7,-46.9,0
=469784169/93933,STRT 4 of BRANCH /P-ME003-011/B1,,=469792361/40475,,,,,,,,,,,160,,,5.7,-56.7,9.8
=469792361/40475,BEND 2 of BRANCH /P-ME003-011/B1,,=469792361/40476,,,,,,,,,,,160,,,5.7,-56.7,0
=469792361/40476,STRT 3 of BRANCH /P-ME003-011/B1,,=469792361/40474,,,,,,,,,,,160,,,5.7,-57.8,1.2
=469792361/40474,BEND 1 of BRANCH /P-ME003-011/B1,,=469792361/40465,,,,,,,,,,,160,,,5.7,-57.8,0
=469792361/40465,STRT 2 of BRANCH /P-ME003-011/B1,,=469784169/93932,,,,,,,,,,,160,,,5.7,-58.3,0.5
=469784169/93975,FLEXIBLE 1 of BRANCH /P-ME003-011/B6,,=469784169/93974,,,,,,,,,,,80,,,2.8,-2.4,2.4
=469784169/93974,STRT 2 of BRANCH /P-ME003-011/B6,,=469784169/93973,,,,,,,,,,,80,,,2.8,-3.8,1.4
=469784169/93973,BEND 1 of BRANCH /P-ME003-011/B6,,=469784169/93972,,,,,,,,,,,80,,,2.8,-3.8,0
=469784169/93972,STRT 1 of BRANCH /P-ME003-011/B6,,=469784169/93932,,,,,,,,,,,80,,,2.8,-3.9,0.2
=469784169/93932,TEE 1 of BRANCH /P-ME003-011/B1,,=469784169/93931,,,,,,,,,,,240,,,8.5,-59.1,0.8
=469784169/93931,STRT 1 of BRANCH /P-ME003-011/B1,,=469792361/37051,,,,,,,,,,,240,,,8.5,-62.1,2.9
=469792361/37051,STRT 4 of BRANCH /P-ME003-001/B6,,=469792361/37048,,,,,,,,,,,240,,,8.5,-65.5,3.5
=469792361/37059,FLEXIBLE 1 of BRANCH /P-ME003-001/B7,,=469792361/37055,,,,,,,,,,,80,,,2.8,-2.4,2.4
