No.,SecID,Name,Qflow[m3/h],Qflow[m3/h],SecType,Width[mm],Height[mm],Diam[m],Equiv. Diam[m],Vel[m/s],Pvel[Pa],Length[mm],Rough,DP/L[Pa/m],DP_Fric[Pa],FITTING T,Para1,Para2,Corr,C[-],DP[Pa],FITTING S1,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S2,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S3,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S4,Para1,Para2,Para3,Corr,C[-],DP[Pa],DP_Total[Pa],DP_Unbal[Pa],RoomP[Pa],Pres[Pa],Psum[Pa],56,57,58,59,TreeID,TreeLevel,BranLevel,BranID,ElemID,PathInfo,cDesc
-413 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-013/B6, =469784169/90561,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-8.3185,416.4405,,,,,-9,61,7,67,2,-2,BEND 1 of BRANCH /P-ME003-013/B6
-412 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-013/B6, =469784169/90560,160,160,CIRC,0,0,100,100,5.6588,19.2135,122,0.09,4.7651,0.58135,ED5-3(B),0,0,0,0.00016567,0.003183,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.58453,42.2061,0,-8.903,416.4405,,,,,-3,60,7,67,1,-2,STRT 1 of BRANCH /P-ME003-013/B6
-411 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ TEE 1 of BRANCH /P-ME003-013/B1, =469784169/90548,300,300,CIRC,0,0,100,100,10.6103,67.5475,80,0.09,15.3319,1.2266,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.2266,0,0,-52.3357,415.856,,,,,-2,59,6,66,6,-1,TEE 1 of BRANCH /P-ME003-013/B1
-410 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 3 of BRANCH /P-ME003-013/B1, =469784169/101900,300,300,CIRC,0,0,100,100,10.6103,67.5475,300,0.09,15.3319,4.5996,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.5996,0,0,-56.9352,414.6294,,,,,-9,58,6,66,5,-1,STRT 3 of BRANCH /P-ME003-013/B1
-409 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-013/B1, =469784169/90547,300,300,CIRC,0,0,100,100,10.6103,67.5475,2200,0.09,15.3319,33.7303,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,33.7303,0,0,-90.6655,410.0298,,,,,-9,57,6,66,4,-1,STRT 2 of BRANCH /P-ME003-013/B1
-408 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-013/B1, =469784169/101898,300,300,CIRC,0,0,100,100,10.6103,67.5475,328,0.09,15.3319,5.0289,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.0289,0,0,-95.6944,376.2996,,,,,-9,56,6,66,3,-1,STRT 1 of BRANCH /P-ME003-013/B1
-407 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-001/B12, =469784169/90545,300,300,CIRC,0,0,100,100,10.6103,67.5475,4812,0.09,15.3319,73.7773,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,73.7773,0,0,-169.4717,371.2707,,,,,-9,55,6,66,2,-1,STRT 4 of BRANCH /P-ME003-001/B12
-406 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦£ TAPER 1 of BRANCH /P-ME003-001/B12, =469784169/90540,300,300,CIRC,0,0,100,100,10.6103,67.5475,75,0.09,15.3319,1.1499,ED5-3(S),0,0,0,6.8023e-05,0.0045948,ED4-1,18,0.64,0,0,0.11952,8.0733,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,9.2278,0,0,-178.6994,297.4934,,,,,-3,54,6,66,1,-1,TAPER 1 of BRANCH /P-ME003-001/B12
-405 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-001/B15, =469784169/90555,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,296.4311,,,,,-1,60,7,65,3,-1010,FLEXIBLE 1 of BRANCH /P-ME003-001/B15
-404 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¡¡ BEND 2 of BRANCH /P-ME003-001/B15, =469784169/94894,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.4017,294.0294,,,,,-9,59,7,65,2,-10,BEND 2 of BRANCH /P-ME003-001/B15
-403 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦£ STRT 3 of BRANCH /P-ME003-001/B15, =469784169/90554,80,80,CIRC,0,0,100,100,2.8294,4.8034,135,0.09,1.3505,0.18232,ED5-3(S),0,0,0,0.000192,0.00092225,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.18324,0.01339,0,-2.5849,294.0294,,,,,-3,58,7,65,1,-10,STRT 3 of BRANCH /P-ME003-001/B15
-402 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-001/B16, =469784169/90558,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,296.4445,,,,,-1,60,7,64,3,-1009,FLEXIBLE 1 of BRANCH /P-ME003-001/B16
-401 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦¢ BEND 1 of BRANCH /P-ME003-001/B16, =469784169/94898,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.4017,294.0428,,,,,-9,59,7,64,2,-9,BEND 1 of BRANCH /P-ME003-001/B16
-400 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B16, =469784169/90557,80,80,CIRC,0,0,100,100,2.8294,4.8034,145,0.09,1.3505,0.19582,ED5-3(B),0,0,0,0.000168,0.00080697,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.19663,0,0,-2.5983,294.0428,,,,,-3,58,7,64,1,-9,STRT 1 of BRANCH /P-ME003-001/B16
-399 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ TEE 1 of BRANCH /P-ME003-001/B15, =469784169/90553,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-2.9795,293.8462,,,,,-2,57,6,63,4,-9,TEE 1 of BRANCH /P-ME003-001/B15
-398 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-001/B15, =469784169/90552,160,160,CIRC,0,0,100,100,5.6588,19.2135,979,0.09,4.7651,4.6651,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.6651,0,0,-7.6446,293.465,,,,,-9,56,6,63,3,-9,STRT 2 of BRANCH /P-ME003-001/B15
-397 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-001/B15, =469784169/90551,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-7.6446,288.7999,,,,,-9,55,6,63,2,-9,BEND 1 of BRANCH /P-ME003-001/B15
-396 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-001/B15, =469784169/90550,160,160,CIRC,0,0,100,100,5.6588,19.2135,112,0.09,4.7651,0.5337,ED5-3(B),0,0,0,2.9645e-05,0.00056959,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.53427,170.5206,0,-8.1789,288.7999,,,,,-3,54,6,63,1,-9,STRT 1 of BRANCH /P-ME003-001/B15
-395 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-001/B12, =469784169/90536,460,460,CIRC,0,0,125,125,10.4123,65.0492,90,0.09,11.2149,1.0093,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.0093,0,0,-179.7088,288.2656,,,,,-2,53,5,62,14,-1,TEE 1 of BRANCH /P-ME003-001/B12
-394 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 3 of BRANCH /P-ME003-001/B12, =469792361/37816,460,460,CIRC,0,0,125,125,10.4123,65.0492,1200,0.09,11.2149,13.4579,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,13.4579,0,0,-193.1667,287.2563,,,,,-9,52,5,62,13,-1,STRT 3 of BRANCH /P-ME003-001/B12
-393 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 2 of BRANCH /P-ME003-001/B12, =469784169/90783,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-193.1667,273.7984,,,,,-9,51,5,62,12,-1,BEND 2 of BRANCH /P-ME003-001/B12
-392 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 2 of BRANCH /P-ME003-001/B12, =469792361/37815,460,460,CIRC,0,0,125,125,10.4123,65.0492,213,0.09,11.2149,2.3888,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.3888,0,0,-195.5555,273.7984,,,,,-9,50,5,62,11,-1,STRT 2 of BRANCH /P-ME003-001/B12
-391 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 1 of BRANCH /P-ME003-001/B12, =469784169/90782,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-195.5555,271.4096,,,,,-9,49,5,62,10,-1,BEND 1 of BRANCH /P-ME003-001/B12
-390 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-001/B12, =469784169/90776,460,460,CIRC,0,0,125,125,10.4123,65.0492,1467,0.09,11.2149,16.4523,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,16.4523,0,0,-212.0078,271.4096,,,,,-9,48,5,62,9,-1,STRT 1 of BRANCH /P-ME003-001/B12
-389 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ DAMPER 1 of BRANCH /P-ME003-901/B4, =469784169/94892,460,460,CIRC,0,0,125,125,10.4123,65.0492,200,0.09,11.2149,2.243,,0,0,0,0,0,A-15G,0,0,0,0,0.5,32.5246,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,34.7676,0,0,-246.7754,254.9573,,,,,-9,47,5,62,8,-1,DAMPER 1 of BRANCH /P-ME003-901/B4
-388 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 2 of BRANCH /P-ME003-001/B14, =469784169/90781,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-246.7754,220.1897,,,,,-9,46,5,62,7,-1,BEND 2 of BRANCH /P-ME003-001/B14
-387 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 2 of BRANCH /P-ME003-001/B14, =469792361/37814,460,460,CIRC,0,0,125,125,10.4123,65.0492,206,0.09,11.2149,2.3103,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.3103,0,0,-249.0857,220.1897,,,,,-9,45,5,62,6,-1,STRT 2 of BRANCH /P-ME003-001/B14
-386 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 1 of BRANCH /P-ME003-001/B14, =469784169/90780,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-249.0857,217.8794,,,,,-9,44,5,62,5,-1,BEND 1 of BRANCH /P-ME003-001/B14
-385 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-001/B14, =469784169/90529,460,460,CIRC,0,0,125,125,10.4123,65.0492,573,0.09,11.2149,6.4262,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,6.4262,0,0,-255.5119,217.8794,,,,,-9,43,5,62,4,-1,STRT 1 of BRANCH /P-ME003-001/B14
-384 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 8 of BRANCH /P-ME003-001/B10, =469792361/39906,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-255.5119,211.4532,,,,,-9,42,5,62,3,-1,BEND 8 of BRANCH /P-ME003-001/B10
-383 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 10 of BRANCH /P-ME003-001/B10, =469792361/39907,460,460,CIRC,0,0,125,125,10.4123,65.0492,387,0.09,11.2149,4.3402,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.3402,0,0,-259.852,211.4532,,,,,-9,41,5,62,2,-1,STRT 10 of BRANCH /P-ME003-001/B10
-382 ,¡¡ ¡¡ ¡¡ ¦¢ ¦£ TAPER 1 of BRANCH /P-ME003-001/B10, =469792361/39903,460,460,CIRC,0,0,125,125,10.4123,65.0492,75,0.09,11.2149,0.84112,ED5-3(S),0,0,0,0.00012332,0.0080221,ED4-1,26,0.61,0,0,0.20904,13.5979,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,14.447,0,0,-274.2991,207.113,,,,,-3,40,5,62,1,-1,TAPER 1 of BRANCH /P-ME003-001/B10
-381 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-011/B3, =469784169/93963,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,312.7092,,,,,-1,62,8,61,7,-1008,FLEXIBLE 1 of BRANCH /P-ME003-011/B3
-380 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 6 of BRANCH /P-ME003-011/B3, =469792361/41888,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13505,0,0,-2.5367,310.3075,,,,,-9,61,8,61,6,-8,STRT 6 of BRANCH /P-ME003-011/B3
-379 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 6 of BRANCH /P-ME003-011/B3, =469792361/41886,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.5367,310.1725,,,,,-9,60,8,61,5,-8,BEND 6 of BRANCH /P-ME003-011/B3
-378 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-011/B3, =469792361/41882,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13505,0,0,-2.6718,310.1725,,,,,-9,59,8,61,4,-8,STRT 5 of BRANCH /P-ME003-011/B3
-377 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 5 of BRANCH /P-ME003-011/B3, =469784169/94018,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.6718,310.0374,,,,,-9,58,8,61,3,-8,BEND 5 of BRANCH /P-ME003-011/B3
-376 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 4 of BRANCH /P-ME003-011/B3, =469784169/94017,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.6718,310.0374,,,,,-9,57,8,61,2,-8,BEND 4 of BRANCH /P-ME003-011/B3
-375 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦£ BEND 3 of BRANCH /P-ME003-011/B3, =469784169/94016,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(S),0,0,0,0.0002132,0.0010241,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.0010241,4.4607,0,-2.6728,310.0374,,,,,-3,56,8,61,1,-8,BEND 3 of BRANCH /P-ME003-011/B3
-374 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-011/B4, =469784169/93965,80,80,CIRC,0,0,80,80,4.421,11.727,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,5.8635,,0,0,0,0,0,0,,0,0,0,0,0,0,5.8635,0,0,-5.8635,317.1699,,,,,-1,61,8,60,6,-1006,FLEXIBLE 1 of BRANCH /P-ME003-011/B4
-373 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ STRT 3 of BRANCH /P-ME003-011/B4, =469784169/94015,80,80,CIRC,0,0,80,80,4.421,11.727,100,0.09,4.0141,0.40141,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.40141,0,0,-6.2649,311.3064,,,,,-9,60,8,60,5,-6,STRT 3 of BRANCH /P-ME003-011/B4
-372 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ BEND 2 of BRANCH /P-ME003-011/B4, =469792361/41895,80,80,CIRC,0,0,80,80,4.421,11.727,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-6.2649,310.905,,,,,-9,59,8,60,4,-6,BEND 2 of BRANCH /P-ME003-011/B4
-371 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-011/B4, =469792361/44130,80,80,CIRC,0,0,80,80,4.421,11.727,116,0.09,4.0141,0.46564,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.46564,0,0,-6.7305,310.905,,,,,-9,58,8,60,3,-6,STRT 2 of BRANCH /P-ME003-011/B4
-370 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-011/B4, =469792361/41894,80,80,CIRC,0,0,80,80,4.421,11.727,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-6.7305,310.4394,,,,,-9,57,8,60,2,-6,BEND 1 of BRANCH /P-ME003-011/B4
-369 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-011/B4, =469792361/41890,80,80,CIRC,0,0,80,80,4.421,11.727,100,0.09,4.0141,0.40141,ED5-3(B),0,0,0,0.0001356,0.0015902,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.403,0,0,-7.1335,310.4394,,,,,-3,56,8,60,1,-6,STRT 1 of BRANCH /P-ME003-011/B4
-368 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ TEE 2 of BRANCH /P-ME003-011/B3, =469784169/93959,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-7.5148,310.0364,,,,,-2,55,7,59,7,-6,TEE 2 of BRANCH /P-ME003-011/B3
-367 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-011/B3, =469784169/94013,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-7.5148,309.6552,,,,,-9,54,7,59,6,-6,BEND 2 of BRANCH /P-ME003-011/B3
-366 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-011/B3, =469784169/93958,160,160,CIRC,0,0,100,100,5.6588,19.2135,1376,0.09,4.7651,6.5568,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,6.5568,0,0,-14.0716,309.6552,,,,,-9,53,7,59,5,-6,STRT 4 of BRANCH /P-ME003-011/B3
-365 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-011/B3, =469784169/93957,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-14.0716,303.0983,,,,,-9,52,7,59,4,-6,BEND 1 of BRANCH /P-ME003-011/B3
-364 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 3 of BRANCH /P-ME003-011/B3, =469784169/93956,160,160,CIRC,0,0,100,100,5.6588,19.2135,3612,0.09,4.7651,17.2117,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,17.2117,0,0,-31.2833,303.0983,,,,,-9,51,7,59,3,-6,STRT 3 of BRANCH /P-ME003-011/B3
-363 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ DAMPER 1 of BRANCH /P-ME003-011/B3, =469784169/93955,160,160,CIRC,0,0,100,100,5.6588,19.2135,200,0.09,4.7651,0.95303,,0,0,0,0,0,A-15G,0,0,0,0,0.5,9.6067,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.5598,0,0,-41.8431,285.8866,,,,,-9,50,7,59,2,-6,DAMPER 1 of BRANCH /P-ME003-011/B3
-362 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦£ STRT 2 of BRANCH /P-ME003-011/B3, =469784169/93954,160,160,CIRC,0,0,100,100,5.6588,19.2135,3490,0.09,4.7651,16.6304,ED5-3(S),0,0,0,6.3333e-05,0.0012169,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,16.6316,0,0,-58.4747,275.3268,,,,,-3,49,7,59,1,-6,STRT 2 of BRANCH /P-ME003-011/B3
-361 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-011/B5, =469784169/93970,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,262.6014,,,,,-1,52,7,58,4,-1013,FLEXIBLE 1 of BRANCH /P-ME003-011/B5
-360 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-011/B5, =469784169/93969,80,80,CIRC,0,0,100,100,2.8294,4.8034,1002,0.09,1.3505,1.3532,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3532,0,0,-3.7549,260.1997,,,,,-9,51,7,58,3,-13,STRT 2 of BRANCH /P-ME003-011/B5
-359 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-011/B5, =469784169/93968,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-3.7549,258.8465,,,,,-9,50,7,58,2,-13,BEND 1 of BRANCH /P-ME003-011/B5
