No.,SecID,Name,Qflow[m3/h],Qflow[m3/h],SecType,Width[mm],Height[mm],Diam[m],Equiv. Diam[m],Vel[m/s],Pvel[Pa],Length[mm],Rough,DP/L[Pa/m],DP_Fric[Pa],FITTING T,Para1,Para2,Corr,C[-],DP[Pa],FITTING S1,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S2,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S3,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S4,Para1,Para2,Para3,Corr,C[-],DP[Pa],DP_Total[Pa],DP_Unbal[Pa],RoomP[Pa],Pres[Pa],Psum[Pa],56,57,58,59,TreeID,TreeLevel,BranLevel,BranID,ElemID,PathInfo,cDesc
-301 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 5 of BRANCH /P-ME003-001/B3, =469792361/37813,320,320,CIRC,0,0,100,100,11.3177,76.854,1370,0.09,17.3102,23.715,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,23.715,0,0,-70.6903,209.6257,,,,,-9,41,5,47,12,-14,STRT 5 of BRANCH /P-ME003-001/B3
-300 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 4 of BRANCH /P-ME003-001/B3, =469792361/36968,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-70.6903,185.9107,,,,,-9,40,5,47,11,-14,BEND 4 of BRANCH /P-ME003-001/B3
-299 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 4 of BRANCH /P-ME003-001/B3, =469792361/37812,320,320,CIRC,0,0,100,100,11.3177,76.854,184,0.09,17.3102,3.1851,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.1851,0,0,-73.8754,185.9107,,,,,-9,39,5,47,10,-14,STRT 4 of BRANCH /P-ME003-001/B3
-298 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 3 of BRANCH /P-ME003-001/B3, =469792361/36967,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-73.8754,182.7256,,,,,-9,38,5,47,9,-14,BEND 3 of BRANCH /P-ME003-001/B3
-297 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 3 of BRANCH /P-ME003-001/B3, =469792361/36954,320,320,CIRC,0,0,100,100,11.3177,76.854,900,0.09,17.3102,15.5792,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,15.5792,0,0,-89.4545,182.7256,,,,,-9,37,5,47,8,-14,STRT 3 of BRANCH /P-ME003-001/B3
-296 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 2 of BRANCH /P-ME003-001/B3, =469792361/36965,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-89.4545,167.1464,,,,,-9,36,5,47,7,-14,BEND 2 of BRANCH /P-ME003-001/B3
-295 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 2 of BRANCH /P-ME003-001/B3, =469792361/37811,320,320,CIRC,0,0,100,100,11.3177,76.854,184,0.09,17.3102,3.1851,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.1851,0,0,-92.6396,167.1464,,,,,-9,35,5,47,6,-14,STRT 2 of BRANCH /P-ME003-001/B3
-294 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 1 of BRANCH /P-ME003-001/B3, =469792361/36964,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-92.6396,163.9614,,,,,-9,34,5,47,5,-14,BEND 1 of BRANCH /P-ME003-001/B3
-293 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-001/B3, =469792361/36937,320,320,CIRC,0,0,100,100,11.3177,76.854,336,0.09,17.3102,5.8162,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.8162,0,0,-98.4558,163.9614,,,,,-9,33,5,47,4,-14,STRT 1 of BRANCH /P-ME003-001/B3
-292 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ BEND 4 of BRANCH /P-ME003-001/B5, =469784169/94864,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-98.4558,158.1451,,,,,-9,32,5,47,3,-14,BEND 4 of BRANCH /P-ME003-001/B5
-291 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ STRT 6 of BRANCH /P-ME003-001/B5, =469784169/94862,320,320,CIRC,0,0,100,100,11.3177,76.854,412,0.09,17.3102,7.1318,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,7.1318,0,0,-105.5876,158.1451,,,,,-9,31,5,47,2,-14,STRT 6 of BRANCH /P-ME003-001/B5
-290 ,¡¡ ¡¡ ¡¡ ¦¢ ¦£ TAPER 1 of BRANCH /P-ME003-001/B5, =469784169/94859,320,320,CIRC,0,0,100,100,11.3177,76.854,75,0.09,17.3102,1.2983,ED5-3(S),0,0,0,0.00011484,0.0088259,ED4-1,42,0.391,0,0,0.43787,33.6522,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,34.9593,0,0,-140.5469,151.0133,,,,,-3,30,5,47,1,-14,TAPER 1 of BRANCH /P-ME003-001/B5
-289 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-011/B1, =469784169/93948,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,253.138,,,,,-1,65,8,46,9,-1017,FLEXIBLE 1 of BRANCH /P-ME003-011/B1
-288 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 13 of BRANCH /P-ME003-011/B1, =469792361/41879,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13505,0,0,-2.5367,250.7364,,,,,-9,64,8,46,8,-17,STRT 13 of BRANCH /P-ME003-011/B1
-287 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 12 of BRANCH /P-ME003-011/B1, =469792361/41877,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.5367,250.6013,,,,,-9,63,8,46,7,-17,BEND 12 of BRANCH /P-ME003-011/B1
-286 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 12 of BRANCH /P-ME003-011/B1, =469792361/41875,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13505,0,0,-2.6718,250.6013,,,,,-9,62,8,46,6,-17,STRT 12 of BRANCH /P-ME003-011/B1
-285 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 11 of BRANCH /P-ME003-011/B1, =469784169/93979,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.6718,250.4663,,,,,-9,61,8,46,5,-17,BEND 11 of BRANCH /P-ME003-011/B1
-284 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 10 of BRANCH /P-ME003-011/B1, =469784169/93978,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.6718,250.4663,,,,,-9,60,8,46,4,-17,BEND 10 of BRANCH /P-ME003-011/B1
-283 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 11 of BRANCH /P-ME003-011/B1, =469784169/93977,80,80,CIRC,0,0,100,100,2.8294,4.8034,1577,0.09,1.3505,2.1297,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.1297,0,0,-4.8015,250.4663,,,,,-9,59,8,46,3,-17,STRT 11 of BRANCH /P-ME003-011/B1
-282 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 9 of BRANCH /P-ME003-011/B1, =469784169/93946,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-4.8015,248.3365,,,,,-9,58,8,46,2,-17,BEND 9 of BRANCH /P-ME003-011/B1
-281 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦£ STRT 10 of BRANCH /P-ME003-011/B1, =469784169/93945,80,80,CIRC,0,0,100,100,2.8294,4.8034,1577,0.09,1.3505,2.1297,ED5-3(S),0,0,0,0.000192,0.00092225,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.1307,0,0,-6.9322,248.3365,,,,,-3,57,8,46,1,-17,STRT 10 of BRANCH /P-ME003-011/B1
-280 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-011/B2, =469792361/41873,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,248.8784,,,,,-1,60,8,45,4,-1018,FLEXIBLE 1 of BRANCH /P-ME003-011/B2
-279 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-011/B2, =469792361/41867,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13505,0,0,-2.5367,246.4768,,,,,-9,59,8,45,3,-18,STRT 2 of BRANCH /P-ME003-011/B2
-278 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-011/B2, =469792361/41865,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.5367,246.3417,,,,,-9,58,8,45,2,-18,BEND 1 of BRANCH /P-ME003-011/B2
-277 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-011/B2, =469792361/41861,80,80,CIRC,0,0,100,100,2.8294,4.8034,100,0.09,1.3505,0.13505,ED5-3(B),0,0,0,0.000168,0.00080697,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.13586,4.2596,0,-2.6726,246.3417,,,,,-3,57,8,45,1,-18,STRT 1 of BRANCH /P-ME003-011/B2
-276 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ TEE 2 of BRANCH /P-ME003-011/B1, =469784169/93944,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-7.3134,246.2058,,,,,-2,56,7,44,18,-17,TEE 2 of BRANCH /P-ME003-011/B1
-275 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 8 of BRANCH /P-ME003-011/B1, =469784169/93976,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-7.3134,245.8246,,,,,-9,55,7,44,17,-17,BEND 8 of BRANCH /P-ME003-011/B1
-274 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 9 of BRANCH /P-ME003-011/B1, =469784169/93943,160,160,CIRC,0,0,100,100,5.6588,19.2135,1818,0.09,4.7651,8.663,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8.663,0,0,-15.9764,245.8246,,,,,-9,54,7,44,16,-17,STRT 9 of BRANCH /P-ME003-011/B1
-273 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 7 of BRANCH /P-ME003-011/B1, =469784169/93942,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-15.9764,237.1616,,,,,-9,53,7,44,15,-17,BEND 7 of BRANCH /P-ME003-011/B1
-272 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 8 of BRANCH /P-ME003-011/B1, =469784169/93941,160,160,CIRC,0,0,100,100,5.6588,19.2135,3614,0.09,4.7651,17.2212,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,17.2212,0,0,-33.1977,237.1616,,,,,-9,52,7,44,14,-17,STRT 8 of BRANCH /P-ME003-011/B1
-271 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ DAMPER 1 of BRANCH /P-ME003-011/B1, =469784169/93940,160,160,CIRC,0,0,100,100,5.6588,19.2135,200,0.09,4.7651,0.95303,,0,0,0,0,0,A-15G,0,0,0,0,0.5,9.6067,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.5598,0,0,-43.7575,219.9404,,,,,-9,51,7,44,13,-17,DAMPER 1 of BRANCH /P-ME003-011/B1
-270 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 7 of BRANCH /P-ME003-011/B1, =469784169/93939,160,160,CIRC,0,0,100,100,5.6588,19.2135,466,0.09,4.7651,2.2206,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.2206,0,0,-45.978,209.3806,,,,,-9,50,7,44,12,-17,STRT 7 of BRANCH /P-ME003-011/B1
-269 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 6 of BRANCH /P-ME003-011/B1, =469784169/93938,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-45.978,207.16,,,,,-9,49,7,44,11,-17,BEND 6 of BRANCH /P-ME003-011/B1
-268 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 6 of BRANCH /P-ME003-011/B1, =469792361/40477,160,160,CIRC,0,0,100,100,5.6588,19.2135,85,0.09,4.7651,0.40504,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.40504,0,0,-46.3831,207.16,,,,,-9,48,7,44,10,-17,STRT 6 of BRANCH /P-ME003-011/B1
-267 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 5 of BRANCH /P-ME003-011/B1, =469784169/93937,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-46.3831,206.755,,,,,-9,47,7,44,9,-17,BEND 5 of BRANCH /P-ME003-011/B1
-266 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-011/B1, =469784169/93936,160,160,CIRC,0,0,100,100,5.6588,19.2135,100,0.09,4.7651,0.47651,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.47651,0,0,-46.8596,206.755,,,,,-9,46,7,44,8,-17,STRT 5 of BRANCH /P-ME003-011/B1
-265 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 4 of BRANCH /P-ME003-011/B1, =469784169/93935,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-46.8596,206.2785,,,,,-9,45,7,44,7,-17,BEND 4 of BRANCH /P-ME003-011/B1
-264 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 3 of BRANCH /P-ME003-011/B1, =469784169/93934,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-46.8596,206.2785,,,,,-9,44,7,44,6,-17,BEND 3 of BRANCH /P-ME003-011/B1
-263 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-011/B1, =469784169/93933,160,160,CIRC,0,0,100,100,5.6588,19.2135,2063,0.09,4.7651,9.8305,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,9.8305,0,0,-56.6901,206.2785,,,,,-9,43,7,44,5,-17,STRT 4 of BRANCH /P-ME003-011/B1
-262 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-011/B1, =469792361/40475,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-56.6901,196.448,,,,,-9,42,7,44,4,-17,BEND 2 of BRANCH /P-ME003-011/B1
-261 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 3 of BRANCH /P-ME003-011/B1, =469792361/40476,160,160,CIRC,0,0,100,100,5.6588,19.2135,242,0.09,4.7651,1.1532,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.1532,0,0,-57.8432,196.448,,,,,-9,41,7,44,3,-17,STRT 3 of BRANCH /P-ME003-011/B1
-260 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-011/B1, =469792361/40474,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-57.8432,195.2948,,,,,-9,40,7,44,2,-17,BEND 1 of BRANCH /P-ME003-011/B1
-259 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦£ STRT 2 of BRANCH /P-ME003-011/B1, =469792361/40465,160,160,CIRC,0,0,100,100,5.6588,19.2135,100,0.09,4.7651,0.47651,ED5-3(S),0,0,0,6.3333e-05,0.0012169,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.47773,0,0,-58.321,195.2948,,,,,-3,39,7,44,1,-17,STRT 2 of BRANCH /P-ME003-011/B1
-258 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-011/B6, =469784169/93975,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,198.738,,,,,-1,42,7,43,4,-1029,FLEXIBLE 1 of BRANCH /P-ME003-011/B6
-257 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-011/B6, =469784169/93974,80,80,CIRC,0,0,100,100,2.8294,4.8034,1002,0.09,1.3505,1.3532,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3532,0,0,-3.7549,196.3363,,,,,-9,41,7,43,3,-29,STRT 2 of BRANCH /P-ME003-011/B6
-256 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-011/B6, =469784169/93973,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-3.7549,194.9831,,,,,-9,40,7,43,2,-29,BEND 1 of BRANCH /P-ME003-011/B6
-255 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-011/B6, =469784169/93972,80,80,CIRC,0,0,100,100,2.8294,4.8034,123,0.09,1.3505,0.16611,ED5-3(B),0,0,0,-1e-05,-4.8034e-05,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.16606,54.4,0,-3.921,194.9831,,,,,-3,39,7,43,1,-29,STRT 1 of BRANCH /P-ME003-011/B6
-254 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-011/B1, =469784169/93932,240,240,CIRC,0,0,100,100,8.4883,43.2304,80,0.09,10.0977,0.80782,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.80782,0,0,-59.1288,194.8171,,,,,-2,38,6,42,3,-17,TEE 1 of BRANCH /P-ME003-011/B1
-253 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-011/B1, =469784169/93931,240,240,CIRC,0,0,100,100,8.4883,43.2304,292,0.09,10.0977,2.9485,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.9485,0,0,-62.0773,194.0092,,,,,-9,37,6,42,2,-17,STRT 1 of BRANCH /P-ME003-011/B1
-252 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦£ STRT 4 of BRANCH /P-ME003-001/B6, =469792361/37051,240,240,CIRC,0,0,100,100,8.4883,43.2304,342,0.09,10.0977,3.4534,ED5-3(S),0,0,0,2.75e-05,0.0011888,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.4546,0,0,-65.532,191.0607,,,,,-3,36,6,42,1,-17,STRT 4 of BRANCH /P-ME003-001/B6
-251 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-001/B7, =469792361/37059,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,191.5247,,,,,-1,39,6,41,4,-1030,FLEXIBLE 1 of BRANCH /P-ME003-001/B7
-250 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ STRT 2 of BRANCH /P-ME003-001/B7, =469792361/37055,80,80,CIRC,0,0,100,100,2.8294,4.8034,1002,0.09,1.3505,1.3532,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3532,0,0,-3.7549,189.123,,,,,-9,38,6,41,3,-30,STRT 2 of BRANCH /P-ME003-001/B7
-249 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ BEND 1 of BRANCH /P-ME003-001/B7, =469792361/37054,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-3.7549,187.7698,,,,,-9,37,6,41,2,-30,BEND 1 of BRANCH /P-ME003-001/B7
-248 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B7, =469792361/37052,80,80,CIRC,0,0,100,100,2.8294,4.8034,123,0.09,1.3505,0.16611,ED5-3(B),0,0,0,-0.0005045,-0.0024233,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.16369,61.6134,0,-3.9186,187.7698,,,,,-3,36,6,41,1,-30,STRT 1 of BRANCH /P-ME003-001/B7
-247 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ TEE 1 of BRANCH /P-ME003-001/B6, =469792361/37048,320,320,CIRC,0,0,100,100,11.3177,76.854,80,0.09,17.3102,1.3848,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3848,0,0,-66.9168,187.6061,,,,,-2,35,5,40,6,-17,TEE 1 of BRANCH /P-ME003-001/B6
